from_customer;to_apl_100mN29649E43165;to_apl_100mN29661E43200;to_apl_100mN29630E43162;to_apl_100mN29665E43151;to_apl_100mN29606E43185;to_apl_100mN29633E43200;to_apl_100mN29671E43184;to_apl_100mN29638E43133;to_apl_100mN29611E43167;to_apl_100mN29644E43182;to_apl_100mN29645E43147;to_apl_100mN29683E43217;to_apl_100mN29641E43160;to_apl_100mN29631E43173;to_apl_100mN29655E43174;to_apl_100mN29631E43167;to_apl_100mN29617E43204;to_apl_100mN29658E43191;to_apl_100mN29684E43150;to_apl_100mN29638E43175;to_apl_100mN29647E43211;to_apl_100mN29643E43154;to_apl_100mN29608E43162;to_apl_100mN29648E43160;to_apl_100mN29660E43135;to_apl_100mN29658E43183;to_apl_100mN29622E43153;to_apl_100mN29637E43169;to_apl_100mN29678E43181;to_apl_100mN29621E43139;to_apl_100mN29682E43213;to_apl_100mN29677E43156;to_apl_100mN29624E43178;to_apl_100mN29608E43179;to_apl_100mN29655E43169;to_apl_100mN29646E43138;to_apl_100mN29652E43148;to_apl_100mN29667E43198;to_apl_100mN29677E43188;to_apl_100mN29644E43171;to_apl_100mN29636E43164;to_apl_100mN29655E43203;to_apl_100mN29634E43159;to_apl_100mN29646E43178;to_apl_100mN29628E43202;to_apl_100mN29664E43179;to_apl_100mN29625E43164;to_apl_100mN29663E43194;to_apl_100mN29599E43177;to_apl_100mN29647E43143;to_apl_100mN29667E43188;to_apl_100mN29610E43173;to_apl_100mN29606E43198;to_apl_100mN29633E43182;to_apl_100mN29654E43196;to_apl_100mN29653E43157;to_apl_100mN29665E43183;to_apl_100mN29629E43196;to_apl_100mN29637E43140;to_apl_100mN29682E43209
100mN29632E43194;4052.9;4293.5;4024.3;7048.4;5802.0;741.4;5513.5;7330.3;4814.1;2424.5;5843.3;7264.0;4207.7;2716.7;3834.7;3644.6;2756.9;3913.7;8518.4;2469.6;2787.7;5344.3;5250.5;4422.1;8021.8;4120.5;4976.9;3086.6;6367.2;6616.5;7167.3;7326.7;2394.3;5940.3;4155.4;6661.8;5941.2;4789.4;6379.3;3238.1;3754.2;4066.2;4195.6;2581.2;1080.9;4824.0;3727.4;4260.5;6909.1;6162.6;5111.4;5331.6;3469.8;1829.7;3317.4;4934.1;4842.9;395.5;6276.0;7031.1
100mN29648E43194;3218.0;2237.8;4449.2;5881.4;7722.3;1880.5;3800.4;7043.4;5820.3;1668.8;5296.8;5317.4;4060.2;3258.1;2638.4;4040.2;4179.7;1858.0;7351.4;2723.7;1937.4;4797.8;6256.7;3754.6;6911.0;2407.5;5827.8;3389.7;4654.2;7467.4;5111.6;6159.7;3634.0;6946.5;2988.4;6115.4;5055.2;2733.7;4323.6;2769.5;3858.8;2010.5;4511.3;1959.9;2477.8;3514.1;4578.2;2204.8;7915.3;5616.2;3055.6;6283.2;5416.0;2716.3;1261.7;4048.1;3129.8;2426.8;6306.2;4975.4
100mN29651E43195;3409.4;1827.9;4752.2;5956.8;8091.6;2271.1;3604.4;7234.8;6189.7;1920.1;5488.2;4907.5;4251.6;3627.4;2713.8;4343.2;4570.3;1561.0;7426.8;3032.3;1940.8;4989.2;6626.0;3946.0;6986.4;2420.6;6197.1;3671.6;4422.5;7836.7;4814.6;6235.1;4003.4;7315.8;3063.8;6306.8;5236.9;2436.7;4026.6;2960.9;4140.7;1663.9;4793.2;2163.8;2868.4;3527.2;4947.6;1907.8;8284.6;5807.6;2758.6;6652.5;5785.4;3085.7;856.9;4218.0;3142.9;2817.4;6588.1;4678.4
100mN29654E43195;3650.4;1119.4;5083.5;6073.1;8554.8;2755.5;2965.4;7475.7;6641.1;2251.4;5729.2;4199.0;4572.5;4090.6;2830.1;4674.5;5054.7;921.9;7159.6;3363.6;2067.3;5230.2;7077.4;4187.0;7102.7;2247.5;6545.1;4002.9;3783.4;8184.7;4122.5;6220.3;4466.5;7767.3;3180.1;6547.7;5385.4;1797.7;3387.6;3292.2;4471.9;1326.9;5124.5;2495.1;3352.8;3172.3;5399.0;1268.8;8736.1;6025.4;2119.6;7104.0;6248.5;3548.8;143.3;4366.5;2637.6;3301.8;6868.9;4039.4
100mN29657E43194;3633.5;733.6;5086.6;6056.2;8940.5;3141.3;2649.6;7458.9;6852.7;2517.5;5712.4;3813.2;4555.7;4476.4;2813.2;4677.6;5440.5;606.1;6843.8;3552.5;2161.5;5213.4;7289.0;4170.1;7085.8;2164.6;6548.2;4006.0;3467.6;8187.9;3736.7;5781.0;4852.3;7978.9;3163.2;6530.9;5368.6;1447.5;3071.8;3295.3;4475.1;941.1;5127.6;2683.9;3738.6;2856.5;5596.0;953.0;8947.6;6008.6;1803.8;7315.6;6634.3;3934.6;326.6;4349.7;2321.8;3687.5;6852.1;3690.2
100mN29660E43194;3815.5;948.5;5268.6;6019.8;9154.6;3355.3;2238.8;7640.9;7034.7;2712.5;5894.4;3749.6;4737.6;4690.4;2995.2;4859.6;5654.5;584.5;6433.0;3734.5;2591.4;5395.4;7471.0;4352.1;7267.8;2346.6;6730.2;4188.0;3056.8;8369.9;3449.0;5370.2;5066.3;8160.9;3345.2;6712.9;5550.6;1071.1;2661.0;3477.3;4657.1;1367.4;5309.6;2865.9;3952.6;2445.7;5777.9;542.2;9129.6;6190.6;1393.0;7497.6;6848.3;4148.6;748.1;4531.7;1911.0;3901.6;7034.1;3312.8
100mN29663E43194;3883.1;927.4;5336.2;5894.1;9480.7;3681.4;2113.1;7708.5;7102.3;3038.6;5961.9;3529.5;4805.2;4749.3;3062.8;4927.2;5980.6;647.5;6307.3;3802.1;2790.4;5463.0;7538.6;4419.7;7335.4;2247.7;6797.8;4255.6;2931.2;8437.4;3189.8;5244.5;5392.4;8228.5;3412.8;6780.5;5618.2;722.2;2535.3;3544.9;4724.7;1365.7;5377.2;2933.5;4278.7;2320.0;5845.5;171.6;9197.2;6258.2;1267.3;7565.2;7174.4;4474.7;1074.2;4599.3;1785.3;4227.7;7101.7;3053.7
100mN29666E43194;4121.1;1045.0;5574.3;5629.8;9811.9;4012.7;1848.8;7946.5;7340.4;3344.8;6200.0;3351.7;5043.3;4987.3;2910.2;5165.2;6311.9;951.9;6043.0;4040.2;2886.0;5701.0;7776.7;4657.7;7156.2;1983.4;7035.9;4493.7;2666.9;8675.5;2779.0;4980.2;5723.7;8466.6;3432.7;7018.5;5856.2;419.2;2271.0;3782.9;4962.7;1765.4;5615.3;3171.6;4610.0;2055.7;6083.6;388.0;9435.3;6496.2;1003.1;7803.2;7505.7;4806.0;1405.4;4837.3;1521.0;4559.0;7339.7;2642.8
100mN29668E43195;4473.0;1158.6;5926.2;5935.3;10163.8;4364.5;2154.4;8298.4;7692.2;3696.6;6551.9;3110.4;5395.2;5339.2;3215.7;5517.1;6663.8;1303.8;6348.5;4392.1;2999.6;6052.9;8128.6;5009.6;7461.7;2288.9;7387.8;4845.5;2972.4;9027.4;2537.7;5285.8;6075.6;8818.4;3738.2;7356.5;6170.8;406.0;2576.5;4134.8;5314.6;1916.3;5967.1;3523.5;4961.8;2361.2;6435.5;782.9;9787.2;6810.8;1308.6;8155.1;7857.6;5157.9;1757.3;5151.9;1826.5;4910.8;7691.6;2393.7
100mN29680E43196;5292.5;2738.8;7060.9;6111.5;11609.6;6114.1;1858.2;8715.3;9003.3;5239.0;6880.5;2985.9;6214.7;6668.7;4040.3;6803.4;8413.3;3053.4;5320.7;5748.7;4471.1;6872.4;9439.6;5829.1;7475.9;3193.5;8522.6;6131.9;1742.9;10162.2;2467.1;4358.0;7662.4;10129.5;4426.4;7690.8;6439.0;1845.7;893.1;5213.5;6444.8;3436.6;7055.3;5021.7;6711.4;2760.4;7570.3;2532.4;11098.2;7130.3;1984.4;9466.2;9607.1;6907.4;3506.9;5380.9;2529.0;6660.4;8182.2;1888.5
100mN29682E43194;5732.4;3178.7;7500.8;6426.9;12049.5;6554.0;2298.1;9030.8;9443.2;5678.9;7195.9;3344.3;6654.6;7108.6;4355.7;7243.3;8853.2;3493.3;5636.2;6188.6;4911.0;7312.3;9879.5;6129.5;7791.3;3633.4;8962.4;6571.8;2058.4;10602.1;2825.5;4673.5;8102.2;10569.4;4741.8;8006.3;6754.5;2285.6;1333.0;5653.4;6884.7;3876.4;7495.2;5461.6;7151.3;3075.8;8010.2;2972.3;11538.1;7445.7;2424.3;9906.1;10047.0;7347.3;3946.8;5696.3;2968.9;7100.3;8497.7;2247.0
100mN29603E43197;6711.8;7500.8;4889.7;9847.2;2305.4;3653.7;8281.5;8652.3;3972.4;5222.2;7554.9;10454.6;5868.6;4269.2;6633.5;4764.0;2110.4;6819.6;11317.2;5001.9;5978.3;7055.9;4622.7;6640.3;10264.7;6888.6;5621.0;5089.7;9135.3;7154.0;10378.2;10125.5;3573.8;2782.4;6954.2;8373.4;7794.5;7996.7;9270.1;5904.7;5355.4;7364.1;5429.4;5380.0;3551.8;7622.8;4346.6;7467.8;3847.3;7874.3;8004.7;3219.8;1050.1;4067.0;6524.7;7271.0;7610.9;3233.2;7598.0;10238.4
100mN29606E43197;6787.3;7500.6;5068.5;9847.1;3370.2;3627.7;8281.4;8831.1;5037.2;5222.1;7733.7;10341.7;6047.4;4448.0;6633.3;4942.8;1997.6;6819.5;11317.1;5001.8;5865.4;7234.7;5647.0;6819.1;10443.5;6888.5;5799.8;5268.5;9135.2;7439.4;10265.3;10125.4;3752.6;3847.2;6954.1;8552.2;7973.3;7996.6;9270.0;5980.1;5534.2;7251.2;5608.2;5379.9;3530.0;7622.6;4525.4;7467.7;4912.1;8053.1;8004.6;4284.6;132.8;4066.8;6524.6;7449.8;7610.8;3207.1;7776.8;10238.3
100mN29609E43197;6238.2;6951.5;4544.7;9298.0;2990.1;3078.6;7732.3;8307.4;4657.1;4673.0;7210.0;9651.8;5523.7;3924.2;6084.3;4419.1;1307.6;6270.4;10768.0;4452.7;5175.5;6711.0;5123.2;6295.3;9919.8;6339.4;5276.0;4737.9;8586.1;6915.6;9575.3;9576.3;3228.8;3467.2;6405.0;8028.5;7449.6;7447.5;8720.9;5431.0;5010.4;6561.2;5084.5;4830.8;2840.0;7073.5;4001.6;6918.6;4532.1;7529.3;7455.5;3904.6;557.2;3517.7;5975.5;6926.1;7061.7;2658.0;7253.0;9689.2
100mN29610E43197;6091.5;6504.0;4647.6;9151.3;3318.8;2629.1;7585.6;8410.2;4789.8;4526.3;7312.8;9457.0;5626.5;4027.1;5937.5;4522.0;1090.3;6123.7;10621.3;4306.0;4980.7;6813.8;5226.1;6259.5;10022.6;6192.7;5378.9;4591.2;8439.3;7018.5;9380.6;9429.6;3331.7;3795.8;6258.3;8131.3;7552.5;7000.0;8574.2;5284.3;5113.3;6276.8;5187.3;4684.1;2527.2;6926.8;4104.5;6471.0;4860.7;7632.2;7308.8;4233.2;986.6;3371.0;5527.9;6914.4;6915.0;2208.6;7355.9;9241.6
100mN29627E43197;4586.8;4749.0;4227.7;7582.4;5176.4;874.2;6047.5;7724.9;5017.5;2958.4;6301.7;7702.1;4602.3;2942.1;4368.6;3897.5;1782.1;4369.2;9052.4;3003.6;3225.7;5802.8;5453.8;4956.1;8555.8;4654.5;5180.3;3481.1;6901.2;6819.9;7625.6;7860.7;2597.7;5653.5;4689.4;7120.3;6475.2;5245.0;6834.9;3772.1;4148.8;4521.8;4590.2;3115.2;557.4;5357.9;3930.7;4716.1;6718.4;6621.1;5566.9;5534.9;2844.3;2260.9;3772.9;5468.0;5376.8;453.6;6670.6;7486.7
100mN29630E43197;4371.8;4394.9;4130.4;7367.4;5346.9;520.1;5832.4;7509.9;4920.2;2743.4;6086.7;7348.0;4387.3;2896.2;4153.6;3800.2;2172.7;4015.1;8837.4;2788.6;2871.7;5587.7;5356.5;4741.1;8340.8;4439.5;5082.9;3266.1;6686.2;6722.6;7271.5;7645.7;2500.4;5824.0;4474.4;6905.2;6260.2;4890.9;6480.8;3557.1;3933.8;4167.7;4375.2;2900.2;470.8;5142.9;3833.4;4362.0;7015.1;6406.1;5212.8;5437.6;3014.8;2045.9;3418.8;5253.0;5161.8;238.6;6455.5;7132.6
100mN29633E43197;4368.4;4064.6;4325.1;7363.9;5783.5;357.9;5670.4;7645.8;5114.9;2740.0;6158.8;7017.6;4523.2;3032.2;4150.2;3960.1;2399.4;3684.8;8833.9;2785.1;2541.3;5659.8;5551.2;4737.6;8337.3;4277.4;5277.6;3402.1;6524.1;6917.3;6941.2;7642.2;2695.1;6241.1;4470.9;6977.3;6256.7;4560.5;6150.4;3553.6;4069.7;3837.3;4511.1;2896.7;697.4;5139.5;4028.1;4031.6;7209.8;6478.1;4882.5;5632.3;3451.4;2145.2;3088.5;5249.6;4999.8;433.3;6591.5;6802.2
100mN29636E43198;4253.7;3761.7;4321.3;7033.8;6148.2;401.9;5144.4;7576.0;5279.3;2345.4;6044.1;6714.7;4453.4;2984.4;3790.8;3912.2;2701.1;3381.9;8503.7;2670.4;2238.4;5545.1;5715.6;4622.9;8063.4;3751.4;5442.0;3354.3;5998.1;7081.7;6638.3;7312.1;2859.5;6405.5;4140.7;6862.6;6142.0;4257.7;5847.5;3438.9;4021.9;3534.5;4463.3;2764.6;999.2;4780.1;4192.5;3728.7;7374.2;6363.4;4579.6;5796.7;3816.1;2097.4;2785.6;5134.9;4473.8;797.9;6521.6;6499.3
100mN29638E43199;4196.6;3357.9;4482.2;6860.1;6426.6;777.4;4970.7;7609.9;5440.1;2208.6;6058.9;6328.4;4487.3;3145.2;3617.1;4073.1;3076.6;2978.1;8330.1;2819.4;1852.1;5559.9;5876.5;4623.1;7889.7;3577.8;5602.9;3516.9;5824.4;7242.5;6231.8;7138.4;3020.3;6566.3;3967.1;6877.4;6033.9;3853.9;5443.8;3350.3;4108.1;3130.7;4624.2;2627.7;1374.7;4606.4;4353.4;3325.0;7535.1;6378.3;4175.8;5957.6;4094.4;2258.2;2381.8;5026.8;4300.1;1076.3;6555.5;6095.6
100mN29648E43199;3507.1;2320.8;4738.4;6170.6;7381.1;1554.1;3984.5;7332.5;6109.5;1958.0;5586.0;5400.4;4349.3;3547.3;2927.6;4329.4;3853.3;1941.0;7640.6;3012.9;2020.5;5087.0;6545.8;4043.7;7200.2;2671.3;6116.9;3678.9;4802.5;7756.6;5194.6;6448.9;3923.2;7235.7;3277.6;6404.5;5344.4;2816.8;4406.6;3058.7;4148.0;2093.6;4800.5;2249.0;2151.4;3777.9;4867.4;2287.9;8204.4;5905.4;3138.7;6572.4;5049.0;3005.5;1344.7;4337.3;3393.6;2100.3;6595.4;5058.4
100mN29651E43197;3758.1;1691.4;5100.9;6305.5;8440.3;2619.8;3571.0;7583.4;6538.3;2268.8;5836.9;4771.0;4600.3;3976.1;3062.5;4691.9;4872.1;1527.5;7765.2;3381.0;1510.4;5337.9;6974.7;4294.7;7335.1;2769.3;6545.8;4020.3;4389.0;8185.4;4694.6;6583.8;4352.0;7664.5;3412.5;6655.5;5585.6;2403.3;3993.2;3309.6;4489.4;1414.5;5141.9;2512.5;3217.1;3777.9;5296.3;1874.4;8633.3;6156.3;2725.2;7001.2;6134.0;3434.3;720.4;4566.7;3243.2;3166.1;6936.8;4648.1
100mN29654E43197;3885.2;1298.3;5228.0;6432.6;8567.4;2746.9;3177.9;7710.6;6665.5;2395.9;5964.0;4377.9;4727.4;4103.2;3189.6;4819.0;5046.1;1134.4;7372.0;3508.2;1632.5;5465.1;7101.8;4421.8;7462.2;2591.6;6672.9;4147.4;3995.9;8312.5;4301.5;6309.3;4479.2;7791.6;3539.6;6782.6;5712.7;2010.2;3600.1;3436.7;4616.5;1188.2;5269.0;2639.7;3344.2;3384.7;5423.4;1481.3;8760.4;6283.4;2332.1;7128.3;6261.2;3561.5;327.3;4693.8;2850.0;3293.2;7063.9;4254.9
100mN29657E43197;4074.7;779.2;5527.8;6497.4;9381.7;3582.4;2864.0;7900.1;7293.9;2958.7;6153.5;3858.8;4996.8;4917.5;3254.4;5118.8;5881.7;1047.3;7058.1;3993.7;2203.4;5654.5;7730.2;4611.3;7527.0;2605.8;6989.4;4447.2;3682.0;8629.0;3782.4;5995.4;5293.5;8420.1;3604.4;6972.1;5809.8;1493.1;3286.2;3736.5;4916.2;778.7;5568.8;3125.1;4179.7;3070.8;6037.1;1070.3;9388.8;6449.8;2018.2;7756.8;7075.5;4375.8;767.7;4790.8;2536.1;4128.7;7293.2;3735.8
100mN29660E43198;4324.1;275.2;5777.3;6591.8;9631.2;3831.9;2810.8;8149.5;7543.4;3208.1;6403.0;3368.2;5246.3;5167.0;3503.9;5368.2;6131.1;1227.1;7005.0;4243.2;2403.1;5904.0;7979.7;4860.7;7776.5;2855.3;7238.9;4696.6;3628.8;8878.5;3291.8;5942.2;5542.9;8669.5;3853.9;7221.5;6059.2;1002.5;3233.0;3985.9;5165.7;1192.1;5818.3;3374.6;4429.2;3017.7;6286.6;1045.0;9638.3;6699.2;1965.0;8006.2;7324.9;4625.2;1017.2;5040.3;2483.0;4378.2;7542.7;3245.2
100mN29663E43197;4135.5;553.7;5588.7;6271.4;9563.1;3763.9;2490.4;7960.9;7354.7;3121.0;6214.4;3200.8;5057.7;5001.7;3315.3;5179.6;6063.1;900.0;6684.6;4054.6;2445.3;5715.4;7791.1;4672.1;7587.9;2625.0;7050.3;4508.0;3308.5;8689.9;3124.4;5621.8;5474.9;8480.9;3665.2;7032.9;5870.6;720.3;2912.6;3797.3;4977.1;1297.8;5629.6;3186.0;4361.2;2697.3;6098.0;548.9;9449.7;6510.6;1644.6;7817.6;7256.9;4557.2;1122.9;4851.7;2162.6;4310.2;7354.1;2998.1
100mN29666E43197;4238.0;718.2;5691.1;5916.4;9835.6;4036.3;2135.5;8063.4;7457.2;3393.5;6316.8;3044.0;5160.1;5104.2;3196.9;5282.1;6335.5;1002.4;6329.6;4157.0;2559.3;5817.8;7893.5;4774.6;7442.8;2270.0;7152.7;4610.5;2953.5;8792.3;2798.4;5266.9;5747.3;8583.4;3719.3;7135.4;5973.1;347.4;2557.7;3899.8;5079.5;1476.0;5732.1;3288.4;4633.6;2342.3;6200.4;583.2;9552.1;6613.1;1289.7;7920.1;7529.3;4829.6;1429.0;4954.1;1807.7;4582.6;7456.5;2662.2
100mN29669E43198;4553.4;998.2;6006.6;6062.1;10244.2;4444.9;2281.1;8378.8;7772.6;3777.0;6632.3;2947.8;5475.6;5419.6;3342.5;5597.5;6724.3;1384.2;6475.3;4472.5;2730.5;6133.3;8209.0;5090.0;7588.4;2415.7;7468.2;4925.9;3040.0;9107.8;2375.2;5412.5;6156.0;8898.8;3865.0;7450.8;6288.5;105.0;2456.1;4215.2;5395.0;1695.9;6047.5;3603.9;5042.2;2488.0;6515.9;804.4;9867.6;6928.5;1435.3;8235.5;7938.0;5238.3;1777.7;5269.6;1953.3;4991.2;7772.0;2239.0
100mN29679E43197;5393.3;2839.5;7161.7;6420.6;11710.4;6214.8;1959.0;9218.7;9104.1;5339.7;7189.5;2676.8;6315.5;6769.4;4152.0;6904.2;8514.1;3154.1;5629.8;5849.4;4571.9;6973.2;9540.4;5929.9;7785.0;3294.3;8623.3;6232.6;2052.0;10262.9;2158.1;4667.1;7763.1;10230.2;4584.4;7999.9;6748.1;1946.4;1202.2;5314.3;6545.6;3537.3;7156.1;5122.4;6812.1;2918.4;7671.0;2633.2;11199.0;7439.4;2085.2;9566.9;9707.9;7008.2;3607.6;5689.9;2629.7;6761.1;8611.9;1579.5
100mN29600E43200;7084.9;7852.5;5262.8;10199.0;2694.7;4005.5;8633.3;9025.4;4361.6;5574.0;7928.0;10806.4;6241.7;4642.3;6985.2;5137.2;2462.2;7171.3;11668.9;5353.7;6330.1;7429.0;5011.9;7013.4;10637.8;7240.3;5994.1;5462.8;9487.0;7543.2;10729.9;10477.3;3946.9;3171.7;7306.0;8746.5;8167.7;8348.5;9621.9;6277.8;5728.5;7715.8;5802.5;5731.8;3903.6;7974.5;4719.7;7819.6;4236.6;8247.4;8356.5;3609.1;1401.9;4418.7;6876.4;7644.1;7962.7;3584.9;7971.1;10590.2
100mN29603E43201;6941.2;7708.8;5119.1;10055.3;2638.0;3861.8;8489.6;8881.7;4305.0;5430.3;7784.3;10662.7;6098.0;4498.6;6841.5;4993.5;2318.5;7027.6;11525.2;5209.9;6186.3;7285.3;4955.3;6869.7;10494.1;7096.6;5850.4;5319.1;9343.3;7490.0;10586.2;10333.6;3803.2;3115.1;7162.3;8602.8;8023.9;8204.8;9478.2;6134.1;5584.8;7572.1;5658.8;5588.0;3759.9;7830.8;4576.0;7675.9;4180.0;8103.7;8212.7;3552.5;1258.2;4275.0;6732.7;7500.4;7818.9;3441.2;7827.4;10446.5
100mN29604E43202;7312.3;8025.7;5593.5;10372.2;3895.3;4152.7;8806.5;9356.1;5562.2;5747.1;8258.7;10866.8;6572.4;4973.0;7158.4;5467.9;2522.6;7344.5;11842.1;5526.8;6390.5;7759.8;6172.0;7344.1;10968.6;7413.5;6324.8;5793.5;9660.2;7964.4;10790.3;10650.4;4277.6;4372.3;7479.1;9077.3;8498.4;8521.7;9795.0;6505.2;6059.2;7776.2;6133.3;5904.9;4055.0;8147.7;5050.4;7992.8;5437.2;8578.1;8529.6;4809.7;954.0;4591.9;7049.6;7974.9;8135.8;3732.2;8301.8;10763.3
100mN29609E43200;6475.1;7188.5;4784.6;9535.0;3268.7;3438.9;7969.3;8547.2;4926.8;4910.0;7449.8;9706.7;5763.5;4164.1;6321.2;4659.0;1362.6;6507.3;11004.9;4689.6;5230.4;6950.8;5363.1;6535.2;10159.6;6576.3;5515.9;4974.9;8823.0;7155.5;9630.3;9813.3;3468.7;3745.7;6642.0;8268.4;7689.5;7684.5;8957.9;5668.0;5250.3;6616.2;5324.3;5067.8;2895.0;7310.5;4241.5;7155.6;4810.6;7769.2;7692.4;4183.1;835.7;3754.7;6212.4;7165.9;7298.7;2895.0;7492.9;9883.8
100mN29612E43202;6289.4;6702.0;4845.6;9349.3;3516.8;2827.1;7783.6;8608.2;4987.8;4724.3;7510.8;9655.0;5824.5;4225.1;6135.5;4720.0;1288.3;6321.6;10819.3;4504.0;5178.7;7011.8;5424.1;6457.5;10220.6;6390.6;5576.9;4789.2;8637.3;7216.5;9578.6;9627.6;3529.7;3993.8;6456.3;8329.3;7750.4;7197.9;8772.2;5482.3;5311.3;6474.7;5385.3;4882.1;2725.2;7124.8;4302.5;6669.0;5058.7;7830.2;7506.8;4431.2;1184.6;3569.0;5725.9;7112.4;7113.0;2406.5;7553.9;9439.6
100mN29614E43202;6298.0;6498.0;5052.5;9357.9;3723.7;2623.1;7792.2;8815.1;5194.7;4732.9;7618.4;9131.6;5918.9;4188.9;6144.1;4926.9;564.5;6118.2;10827.9;4512.6;4655.3;7119.4;5631.0;6466.1;10318.3;6399.2;5783.8;4797.8;8645.9;7423.4;9055.2;9636.2;3645.3;4200.7;6464.9;8436.9;7858.0;6993.9;8780.8;5490.9;5465.5;6041.1;5592.2;4890.7;2079.2;7133.4;4509.4;6465.0;5265.6;7937.8;7315.8;4638.1;1391.6;3577.6;5521.9;7121.0;7121.6;2351.6;7760.8;9308.7
100mN29627E43200;4809.1;4780.4;4531.1;7804.6;5493.1;905.5;6269.7;7947.1;5320.9;3180.6;6524.0;7733.4;4824.5;3333.5;4590.9;4200.9;1718.2;4400.6;9274.6;3225.8;3257.1;6025.0;5757.2;5178.3;8778.0;4876.7;5483.7;3703.4;7123.4;7123.3;7657.0;8082.9;2901.1;5970.1;4911.6;7342.5;6697.4;5276.4;6866.2;3994.3;4371.0;4553.2;4812.4;3337.4;361.6;5580.2;4234.1;4747.5;7035.0;6843.3;5598.3;5838.3;3160.9;2483.2;3804.3;5690.3;5599.0;675.8;6892.8;7518.0
100mN29630E43200;4729.1;4293.1;4551.8;7724.6;5850.8;418.3;5903.9;7931.3;5341.6;3100.7;6519.5;7246.2;4808.7;3317.6;4510.9;4221.6;1880.9;3913.3;9194.6;3145.9;2769.9;6020.5;5777.9;5098.4;8698.0;4510.9;5504.4;3687.5;6757.6;7144.0;7169.7;8002.9;2921.8;6327.9;4831.6;7338.0;6617.4;4789.1;6379.0;3914.4;4355.2;4065.9;4796.6;3257.4;179.0;5500.2;4254.8;4260.2;7392.7;6838.8;5111.0;5859.0;3522.8;2467.3;3317.1;5610.3;5233.2;660.0;6876.9;7030.8
100mN29633E43200;4604.1;4099.4;4560.8;7599.6;5793.8;224.6;5710.1;7881.5;5350.6;2940.1;6394.5;6896.7;4758.9;3267.9;4385.4;4195.8;2266.0;3719.6;9069.6;3020.8;2420.4;5895.5;5786.9;4973.3;8573.0;4317.2;5513.3;3637.8;6563.9;7153.0;6820.3;7877.9;2930.8;6270.9;4706.6;7213.0;6492.4;4595.4;6185.3;3789.3;4305.4;3806.2;4746.8;3132.4;564.1;5374.7;4263.8;4066.5;7445.5;6713.8;4917.3;5868.0;3461.7;2380.9;3123.3;5485.3;5039.5;669.0;6827.2;6837.1
100mN29635E43200;4555.4;3806.5;4600.1;7335.5;6106.2;279.2;5417.2;7877.7;5558.1;2647.2;6345.8;6736.6;4755.1;3263.2;4092.5;4191.1;2578.4;3426.7;8805.4;2972.2;2260.3;5846.8;5994.4;4924.6;8365.1;4024.3;5720.9;3633.1;6271.0;7360.5;6660.1;7613.8;3138.3;6684.3;4442.5;7164.3;6443.7;4302.5;5892.4;3740.6;4300.8;3579.3;4742.2;3066.3;876.4;5081.8;4471.4;3773.6;7653.0;6665.1;4624.4;6075.5;3774.1;2376.2;2830.4;5436.6;4746.6;909.4;6823.3;6544.2
100mN29639E43202;4391.3;3526.5;4787.7;7054.7;6503.2;676.1;5137.3;7806.3;5745.7;2405.0;6255.3;6479.6;4683.7;3450.8;3811.7;4378.7;2975.4;3146.8;8524.7;3095.2;2003.3;5756.3;6182.1;4819.5;8084.4;3744.3;5908.5;3820.7;5991.0;7548.1;6403.1;7333.0;3325.9;6871.9;4161.7;7073.8;6228.6;4022.5;5612.4;3546.7;4304.5;3299.3;4929.8;2824.1;1273.4;4801.0;4659.0;3493.6;7840.7;6574.7;4344.4;6263.1;4171.1;2563.8;2550.5;5221.4;4466.7;1222.4;6751.9;6264.2
100mN29648E43200;3860.3;2551.5;5091.6;6457.6;8227.1;2316.7;4242.5;7685.7;6462.7;2311.2;5939.2;5631.1;4702.5;3900.5;3214.6;4682.5;4152.2;2199.0;7927.6;3366.1;1575.6;5440.2;6899.0;4396.9;7487.2;2929.3;6470.1;4032.1;5060.5;8109.7;5452.6;6735.9;4276.4;7588.9;3564.6;6757.7;5697.6;3074.8;4664.6;3411.9;4501.2;2003.8;5153.7;2602.2;2914.0;4035.9;5220.6;2545.9;8557.6;6258.5;3396.7;6925.5;5794.1;3358.7;1580.5;4690.5;3651.6;2863.0;6948.6;5316.4
100mN29651E43201;3941.2;1855.9;5217.1;6501.1;8269.3;2442.2;3735.5;7766.6;6588.2;2436.7;6020.1;4935.5;4783.4;4026.0;3258.1;4808.0;4612.9;1692.0;7929.6;3491.6;1155.5;5521.1;7024.5;4477.8;7530.7;2972.5;6595.6;4157.6;4553.5;8235.2;4859.1;6779.4;4401.9;7714.4;3608.1;6838.6;5778.5;2567.8;4157.7;3492.8;4626.7;1228.6;5279.2;2695.7;3039.5;3942.4;5346.1;2038.9;8683.1;6339.4;2889.7;7051.0;5937.1;3484.2;884.9;4762.4;3407.7;2988.5;7074.1;4812.5
